EPC,DopplerShift(Hz),Time,Antenna,TxPower,Frequency(MHz),RSS(dbm),PhaseAngle(Radian),PhaseAngle(Degree)
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,27.75,924.375,-59.5,6.105243536,349.8046875
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,27.75,924.375,-57.5,3.890175278,42.890625
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,27.75,924.375,-59.5,6.111379459,350.15625
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,27.75,924.375,-60.5,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,27.75,924.375,-60.5,3.313398502,9.84375
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,27.75,924.375,-58,3.902447124,43.59375
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,27.75,924.375,-59.5,6.117515382,350.5078125
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,27.75,924.375,-59.5,6.086835766,348.75
BBBB BBBB BBBB BBBB BBBB 3161,-2.13,1405650000000000.00 ,1,27.75,924.375,-60.5,3.356349964,12.3046875
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,27.75,924.375,-58,3.896311201,43.2421875
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,27.75,924.375,-60.5,3.313398502,9.84375
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,27.75,924.375,-58,3.896311201,43.2421875
BBBB BBBB BBBB BBBB BBBB 36D3,4.38,1405650000000000.00 ,1,27.75,924.375,-59.5,6.086835766,348.75
BBBB BBBB BBBB BBBB BBBB 3161,-0.56,1405650000000000.00 ,1,27.75,924.375,-60.5,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,27.75,924.375,-59.5,6.099107613,349.453125
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,27.75,924.375,-58,3.877903432,42.1875
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,27.75,924.375,-59.5,6.123651305,350.859375
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,27.75,924.375,-60.5,3.313398502,9.84375
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,27.75,924.375,-58,3.896311201,43.2421875
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,28,924.375,-60.5,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 3121,3.81,1405650000000000.00 ,1,28,924.375,-58,3.865631585,221.484375
BBBB BBBB BBBB BBBB BBBB 36D3,-1.19,1405650000000000.00 ,1,28,924.375,-59.5,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,28,924.375,-59.5,6.135923152,351.5625
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,28,924.375,-60.5,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,28,924.375,-57.5,3.890175278,42.890625
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,28,924.375,-57.5,3.902447124,43.59375
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,28,924.375,-59.5,6.117515382,350.5078125
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,28,924.375,-60.5,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,28,924.375,-57.5,3.908583048,43.9453125
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,28,924.375,-60.5,3.319534425,10.1953125
BBBB BBBB BBBB BBBB BBBB 36D3,5,1405650000000000.00 ,1,28,924.375,-59.5,6.062292074,347.34375
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,28,924.375,-57.5,3.890175278,42.890625
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,28,924.375,-59.5,6.086835766,348.75
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,28,924.375,-60.5,3.307262579,9.4921875
BBBB BBBB BBBB BBBB BBBB 3121,3.19,1405650000000000.00 ,1,28,924.375,-58,3.871767509,41.8359375
BBBB BBBB BBBB BBBB BBBB 3161,-0.88,1405650000000000.00 ,1,28,924.375,-60.5,3.337942194,11.25
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,28,924.375,-59.5,6.105243536,349.8046875
BBBB BBBB BBBB BBBB BBBB 3121,3.19,1405650000000000.00 ,1,28,924.375,-57.5,3.859495662,41.1328125
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,28,924.375,-60,3.325670348,10.546875
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,28,924.375,-59.5,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,28,924.375,-57.5,3.890175278,42.890625
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,28,924.375,-60.5,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,28,924.375,-59.5,6.135923152,351.5625
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,28,924.375,-57.5,3.884039355,42.5390625
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,28,924.375,-59.5,6.123651305,350.859375
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,28.25,924.375,-60.5,3.319534425,10.1953125
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,28.25,924.375,-59.5,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,28.25,924.375,-57.5,3.884039355,42.5390625
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,28.25,924.375,-60.5,3.294990732,188.7890625
BBBB BBBB BBBB BBBB BBBB 3161,-2.88,1405650000000000.00 ,1,28.25,924.375,-60.5,3.319534425,10.1953125
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,28.25,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 36D3,-0.56,1405650000000000.00 ,1,28.25,924.375,-59.5,6.135923152,351.5625
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,28.25,924.375,-59.5,6.129787228,351.2109375
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,28.25,924.375,-60,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,28.25,924.375,-57.5,3.896311201,43.2421875
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,28.25,924.375,-59.5,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3121,3.19,1405650000000000.00 ,1,28.25,924.375,-57.5,3.859495662,221.1328125
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,28.25,924.375,-60,3.313398502,9.84375
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,28.25,924.375,-59.5,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,28.25,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,28.25,924.375,-57.5,3.884039355,42.5390625
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,28.25,924.375,-57.5,3.884039355,42.5390625
BBBB BBBB BBBB BBBB BBBB 36D3,-1.81,1405650000000000.00 ,1,28.25,924.375,-59.5,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,28.25,924.375,-60.5,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,28.25,924.375,-57.5,3.871767509,41.8359375
BBBB BBBB BBBB BBBB BBBB 3161,-0.88,1405650000000000.00 ,1,28.25,924.375,-60.5,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,28.25,924.375,-59.5,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,28.25,924.375,-57.5,3.871767509,41.8359375
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,28.5,924.375,-59.5,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,28.5,924.375,-60.5,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,28.5,924.375,-59.5,6.105243536,349.8046875
BBBB BBBB BBBB BBBB BBBB 3121,3.19,1405650000000000.00 ,1,28.5,924.375,-57.5,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 3161,-0.56,1405650000000000.00 ,1,28.5,924.375,-60,3.307262579,9.4921875
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,28.5,924.375,-60.5,3.325670348,10.546875
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,28.5,924.375,-59.5,6.129787228,351.2109375
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,28.5,924.375,-57.5,3.865631585,221.484375
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,28.5,924.375,-60.5,3.307262579,9.4921875
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,28.5,924.375,-59.5,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,28.5,924.375,-58,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,28.5,924.375,-60.5,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,28.5,924.375,-59.5,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,28.5,924.375,-57.5,3.877903432,42.1875
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,28.5,924.375,-57.5,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,28.5,924.375,-60.5,3.307262579,9.4921875
BBBB BBBB BBBB BBBB BBBB 36D3,4.06,1405650000000000.00 ,1,28.5,924.375,-59.5,6.111379459,350.15625
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,28.5,924.375,-58,3.896311201,43.2421875
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,28.5,924.375,-60.5,3.307262579,9.4921875
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,28.5,924.375,-59.5,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 36D3,-0.56,1405650000000000.00 ,1,28.5,924.375,-59.5,6.185010537,354.375
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,28.5,924.375,-57.5,3.859495662,41.1328125
BBBB BBBB BBBB BBBB BBBB 3161,-0.56,1405650000000000.00 ,1,28.5,924.375,-60.5,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,28.75,924.375,-57.5,3.847223816,40.4296875
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,28.75,924.375,-60.5,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,28.75,924.375,-59.5,6.135923152,351.5625
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,28.75,924.375,-57.5,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,28.75,924.375,-60,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,28.75,924.375,-59.5,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3121,3.5,1405650000000000.00 ,1,28.75,924.375,-57.5,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,28.75,924.375,-60.5,3.307262579,9.4921875
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,28.75,924.375,-59.5,6.129787228,351.2109375
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,28.75,924.375,-60,3.313398502,9.84375
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,28.75,924.375,-59.5,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3121,3.5,1405650000000000.00 ,1,28.75,924.375,-58,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,28.75,924.375,-60.5,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 3121,3.5,1405650000000000.00 ,1,28.75,924.375,-57.5,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 36D3,-0.56,1405650000000000.00 ,1,28.75,924.375,-59.5,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,28.75,924.375,-59.5,6.123651305,350.859375
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,28.75,924.375,-57.5,3.877903432,222.1875
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,28.75,924.375,-60.5,3.307262579,9.4921875
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,28.75,924.375,-60,3.313398502,9.84375
BBBB BBBB BBBB BBBB BBBB 36D3,2.88,1405650000000000.00 ,1,28.75,924.375,-59.5,6.099107613,349.453125
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,28.75,924.375,-57.5,3.859495662,41.1328125
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,28.75,924.375,-57.5,3.884039355,42.5390625
BBBB BBBB BBBB BBBB BBBB 36D3,4.06,1405650000000000.00 ,1,28.75,924.375,-59.5,6.111379459,350.15625
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,28.75,924.375,-60,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 3161,-0.88,1405650000000000.00 ,1,28.75,924.375,-60.5,3.313398502,9.84375
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,28.75,924.375,-59.5,6.099107613,349.453125
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,29,924.375,-58,3.890175278,42.890625
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,29,924.375,-57.5,3.841087893,220.078125
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,29,924.375,-60.5,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,29,924.375,-59.5,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 36D3,2.88,1405650000000000.00 ,1,29,924.375,-59.5,6.129787228,351.2109375
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,29,924.375,-60,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 3121,4.38,1405650000000000.00 ,1,29,924.375,-57.5,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,29,924.375,-60.5,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,29,924.375,-58,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,29,924.375,-59.5,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,29,924.375,-58,3.877903432,42.1875
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,29,924.375,-59,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3161,2.88,1405650000000000.00 ,1,29,924.375,-60,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,29,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 36D3,2.13,1405650000000000.00 ,1,29,924.375,-59,6.129787228,351.2109375
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,29,924.375,-57.5,3.871767509,41.8359375
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,29,924.375,-59,6.135923152,351.5625
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,29,924.375,-60,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,29,924.375,-57.5,3.877903432,42.1875
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,29,924.375,-60,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,29,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,29,924.375,-59.5,6.197282383,355.078125
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,29,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,29,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,29.25,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,29.25,924.375,-59,6.129787228,351.2109375
BBBB BBBB BBBB BBBB BBBB 3161,4.06,1405650000000000.00 ,1,29.25,924.375,-60,3.245903347,5.9765625
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,29.25,924.375,-57.5,3.828816047,39.375
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,29.25,924.375,-60,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,29.25,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,29.25,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,29.25,924.375,-60,3.307262579,9.4921875
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,29.25,924.375,-57.5,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,29.25,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,29.25,924.375,-58,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 36D3,4.06,1405650000000000.00 ,1,29.25,924.375,-59,6.123651305,350.859375
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,29.25,924.375,-60,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,29.25,924.375,-60,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 36D3,-0.88,1405650000000000.00 ,1,29.25,924.375,-59,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,29.25,924.375,-58,3.847223816,40.4296875
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,29.25,924.375,-59,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,29.25,924.375,-60,3.282718886,8.0859375
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,29.25,924.375,-57.5,3.859495662,41.1328125
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,29.25,924.375,-60,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 36D3,3.19,1405650000000000.00 ,1,29.25,924.375,-59,6.135923152,351.5625
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,29.25,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,29.25,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,29.25,924.375,-60,3.301126656,9.140625
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,29.5,924.375,-58,3.871767509,41.8359375
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,29.5,924.375,-59.5,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,29.5,924.375,-57.5,3.847223816,40.4296875
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,29.5,924.375,-60,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,29.5,924.375,-60,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,29.5,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 36D3,-0.25,1405650000000000.00 ,1,29.5,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,29.5,924.375,-59,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,29.5,924.375,-60,3.264311117,187.03125
BBBB BBBB BBBB BBBB BBBB 3121,-0.25,1405650000000000.00 ,1,29.5,924.375,-57.5,3.890175278,42.890625
BBBB BBBB BBBB BBBB BBBB 36D3,3.19,1405650000000000.00 ,1,29.5,924.375,-59,6.142059075,351.9140625
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,29.5,924.375,-60,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,29.5,924.375,-57.5,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,29.5,924.375,-60,3.288854809,8.4375
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,29.5,924.375,-59.5,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,29.5,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 3161,-0.88,1405650000000000.00 ,1,29.5,924.375,-60,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,29.5,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3121,4.06,1405650000000000.00 ,1,29.5,924.375,-57.5,3.828816047,219.375
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,29.5,924.375,-59,6.129787228,351.2109375
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,29.5,924.375,-57.5,3.847223816,220.4296875
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,29.5,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,29.5,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,29.5,924.375,-57.5,3.847223816,40.4296875
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,29.75,924.375,-59.5,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,29.75,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,29.75,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,29.75,924.375,-57.5,3.884039355,42.5390625
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,29.75,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,29.75,924.375,-58,3.847223816,40.4296875
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,29.75,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,29.75,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3121,0,1405650000000000.00 ,1,29.75,924.375,-58,3.871767509,41.8359375
BBBB BBBB BBBB BBBB BBBB 3161,3.5,1405650000000000.00 ,1,29.75,924.375,-60,3.25203927,6.328125
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,29.75,924.375,-57.5,3.865631585,41.484375
BBBB BBBB BBBB BBBB BBBB 36D3,-1.19,1405650000000000.00 ,1,29.75,924.375,-59.5,6.185010537,354.375
BBBB BBBB BBBB BBBB BBBB 3161,-0.25,1405650000000000.00 ,1,29.75,924.375,-60,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,29.75,924.375,-59,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,29.75,924.375,-57.5,3.83495197,39.7265625
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,29.75,924.375,-60,3.294990732,8.7890625
BBBB BBBB BBBB BBBB BBBB 36D3,1.5,1405650000000000.00 ,1,29.75,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,29.75,924.375,-57.5,3.853359739,40.78125
BBBB BBBB BBBB BBBB BBBB 3161,3.81,1405650000000000.00 ,1,29.75,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,29.75,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,29.75,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,29.75,924.375,-58,3.841087893,40.078125
BBBB BBBB BBBB BBBB BBBB 3121,3.5,1405650000000000.00 ,1,29.75,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,30,924.375,-59,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3161,2.56,1405650000000000.00 ,1,30,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 36D3,5,1405650000000000.00 ,1,30,924.375,-59,6.117515382,350.5078125
