EPC,DopplerShift(Hz),Time,Antenna,TxPower,Frequency(MHz),RSS(dbm),PhaseAngle(Radian),PhaseAngle(Degree)
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,32.5,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 3161,2.88,1405650000000000.00 ,1,32.5,924.375,-60,3.239767424,5.625
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,32.5,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,32.5,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 36D3,3.19,1405650000000000.00 ,1,32.5,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,32.5,924.375,-57.5,3.798136431,37.6171875
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,32.5,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,32.5,924.375,-57.5,3.8165442,38.671875
BBBB BBBB BBBB BBBB BBBB 3161,-0.88,1405650000000000.00 ,1,32.5,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,32.5,924.375,-57.5,3.804272354,37.96875
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,32.5,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3161,2.13,1405650000000000.00 ,1,32.5,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,32.5,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 36D3,-0.88,1405650000000000.00 ,1,32.5,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3121,3.5,1405650000000000.00 ,1,32.5,924.375,-57.5,3.804272354,217.96875
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,32.5,924.375,-57.5,3.792000508,217.265625
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,32.5,924.375,-60,3.245903347,5.9765625
BBBB BBBB BBBB BBBB BBBB 36D3,0,1405650000000000.00 ,1,32.5,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,32.5,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 36D3,-1.19,1405650000000000.00 ,1,32.5,924.375,-59,6.178874614,354.0234375
BBBB BBBB BBBB BBBB BBBB 3161,0.88,1405650000000000.00 ,1,32.5,924.375,-60,3.215223731,4.21875
BBBB BBBB BBBB BBBB BBBB 3121,3.19,1405650000000000.00 ,1,32.5,924.375,-57.5,3.798136431,37.6171875
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,32.5,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,32.5,924.375,-59,6.197282383,355.078125
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,32.5,924.375,-60,3.239767424,5.625
BBBB BBBB BBBB BBBB BBBB 36D3,0.88,1405650000000000.00 ,1,32.5,924.375,-59,6.178874614,354.0234375
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,32.5,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,2.88,1405650000000000.00 ,1,32.5,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,32.5,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,32.5,924.375,-60,3.258175193,6.6796875
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,32.5,924.375,-60,3.245903347,5.9765625
BBBB BBBB BBBB BBBB BBBB 36D3,-1.81,1405650000000000.00 ,1,32.5,924.375,-59,6.197282383,355.078125
BBBB BBBB BBBB BBBB BBBB 3121,1.5,1405650000000000.00 ,1,32.5,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,2.56,1405650000000000.00 ,1,32.5,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3161,3.81,1405650000000000.00 ,1,32.5,924.375,-60,3.233631501,5.2734375
BBBB BBBB BBBB BBBB BBBB 3121,4.06,1405650000000000.00 ,1,32.5,924.375,-57.5,3.792000508,37.265625
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,32.5,924.375,-60,3.233631501,5.2734375
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,32.5,924.375,-59,6.197282383,355.078125
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,32.5,924.375,-57.5,3.804272354,37.96875
BBBB BBBB BBBB BBBB BBBB 36D3,2.88,1405650000000000.00 ,1,32.5,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,32.5,924.375,-57.5,3.828816047,39.375
BBBB BBBB BBBB BBBB BBBB 3161,0.56,1405650000000000.00 ,1,32.5,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,32.5,924.375,-57.5,3.822680123,39.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,0.56,1405650000000000.00 ,1,32.5,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3161,3.81,1405650000000000.00 ,1,32.5,924.375,-60,3.196815962,3.1640625
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,32.5,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 36D3,2.88,1405650000000000.00 ,1,32.5,924.375,-59,6.160466844,352.96875
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,32.5,924.375,-60,3.25203927,6.328125
BBBB BBBB BBBB BBBB BBBB 3161,1.81,1405650000000000.00 ,1,32.5,924.375,-60,3.239767424,5.625
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,32.5,924.375,-57.5,3.8165442,38.671875
BBBB BBBB BBBB BBBB BBBB 36D3,1.19,1405650000000000.00 ,1,32.5,924.375,-59,6.154330921,352.6171875
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,32.5,924.375,-60,3.27044704,7.3828125
BBBB BBBB BBBB BBBB BBBB 3121,2.13,1405650000000000.00 ,1,32.5,924.375,-57.5,3.798136431,37.6171875
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,32.5,924.375,-60,3.276582963,7.734375
BBBB BBBB BBBB BBBB BBBB 36D3,2.56,1405650000000000.00 ,1,32.5,924.375,-59,6.178874614,354.0234375
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,32.5,924.375,-60,3.227495578,4.921875
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,32.5,924.375,-59,6.19114646,354.7265625
BBBB BBBB BBBB BBBB BBBB 3121,2.88,1405650000000000.00 ,1,32.5,924.375,-57.5,3.785864585,36.9140625
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,32.5,924.375,-59,6.209554229,355.78125
BBBB BBBB BBBB BBBB BBBB 3161,3.19,1405650000000000.00 ,1,32.5,924.375,-60,3.233631501,5.2734375
BBBB BBBB BBBB BBBB BBBB 3121,0.25,1405650000000000.00 ,1,32.5,924.375,-57.5,3.798136431,37.6171875
BBBB BBBB BBBB BBBB BBBB 36D3,2.88,1405650000000000.00 ,1,32.5,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,32.5,924.375,-60,3.25203927,6.328125
BBBB BBBB BBBB BBBB BBBB 3121,2.56,1405650000000000.00 ,1,32.5,924.375,-57.5,3.779728661,36.5625
BBBB BBBB BBBB BBBB BBBB 36D3,3.5,1405650000000000.00 ,1,32.5,924.375,-59,6.17273869,353.671875
BBBB BBBB BBBB BBBB BBBB 3121,1.19,1405650000000000.00 ,1,32.5,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 3161,1.19,1405650000000000.00 ,1,32.5,924.375,-59.5,3.233631501,5.2734375
BBBB BBBB BBBB BBBB BBBB 3161,0.25,1405650000000000.00 ,1,32.5,924.375,-60,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,32.5,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 36D3,3.5,1405650000000000.00 ,1,32.5,924.375,-59,6.166602767,353.3203125
BBBB BBBB BBBB BBBB BBBB 3161,2.88,1405650000000000.00 ,1,32.5,924.375,-59.5,3.233631501,5.2734375
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,32.5,924.375,-57.5,3.785864585,216.9140625
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,32.5,924.375,-59,6.178874614,354.0234375
BBBB BBBB BBBB BBBB BBBB 36D3,1.81,1405650000000000.00 ,1,32.5,924.375,-59,6.148194998,352.265625
BBBB BBBB BBBB BBBB BBBB 3161,1.5,1405650000000000.00 ,1,32.5,924.375,-60,3.227495578,4.921875
BBBB BBBB BBBB BBBB BBBB 3121,1.81,1405650000000000.00 ,1,32.5,924.375,-57.5,3.785864585,36.9140625
BBBB BBBB BBBB BBBB BBBB 3161,0,1405650000000000.00 ,1,32.5,924.375,-59.5,3.264311117,7.03125
BBBB BBBB BBBB BBBB BBBB 36D3,0.25,1405650000000000.00 ,1,32.5,924.375,-59,6.197282383,355.078125
BBBB BBBB BBBB BBBB BBBB 3121,0.88,1405650000000000.00 ,1,32.5,924.375,-57.5,3.810408277,38.3203125
BBBB BBBB BBBB BBBB BBBB 3121,0.56,1405650000000000.00 ,1,32.5,924.375,-57.5,3.828816047,39.375
